feature,importance_gain,importance_split
slope_mextracciones_ratio_6_window,361.1182200908661,55
slope_mactivos_margen_6_window,355.68950176239014,52
TC_Total_mlimitecompra,350.3326721191406,45
mprestamos_prendarios,349.5330512523651,32
slope_mcaja_ahorro_6_window,340.34057772159576,47
Master_msaldopesos,337.4199023246765,40
Visa_mlimitecompra,334.32400274276733,41
Master_mlimitecompra,328.87824058532715,36
ctrx_quarter_delta_3,315.5196182727814,34
ccajas_transacciones_delta_mean_8,311.8850402832031,46
slope_Visa_mpagospesos_6_window,308.89277267456055,45
cempleadores,307.8353497982025,8
Master_status,307.67413091659546,12
TC_Total_cconsumos_delta_mean_8,303.75178599357605,23
Visa_mconsumosdolares,300.99606943130493,38
slope_msaldo_total_6_window,299.5054099559784,35
tsin_sueldo_mes,299.0134983062744,5
Master_mpagospesos,297.39046907424927,31
slope_mautoservicio_6_window,294.61350202560425,43
tsin_sueldo_mes_delta_mean_4,292.78542590141296,7
slope_mcomisiones_otras_6_window,291.3932580947876,38
ccallcenter_transacciones,289.83671021461487,24
ctarjeta_visa_transacciones_delta_2,288.35364603996277,27
chomebanking_transacciones_delta_mean_8,279.90542936325073,40
slope_muso_credito_ratio_6_window,278.32951962947845,28
ctarjeta_visa_debitos_automaticos_delta_2,275.57334756851196,13
slope_msaldo_total_dolares_6_window,274.25507032871246,37
mlimite_tarjetas_total,273.477108001709,31
ccallcenter_transacciones_delta_mean_4,270.9328393936157,31
mtarjeta_master_consumo,270.77871966362,23
slope_mcaja_ahorro_dolares_6_window,268.39455211162567,37
cuso_digital_ratio_delta_mean_8,267.78180956840515,44
slope_mpagomiscuentas_6_window,266.42069005966187,38
cuso_tarjeta_ratio_delta_mean_8,264.71127009391785,37
slope_Visa_mconsumosdolares_6_window,264.03567838668823,37
slope_mtransferencias_recibidas_6_window,263.8460021018982,40
slope_mmargen_por_producto_6_window,263.21019887924194,38
cpagomiscuentas,262.1860194206238,24
slope_mtransferencias_emitidas_6_window,260.9136698246002,37
cproductos_uso_ratio_delta_3,258.61744928359985,28
Master_msaldototal,258.3850016593933,21
talta_mora,255.343430519104,4
cdescubierto_preacordado_delta_mean_4,254.97926664352417,13
cuso_tarjeta_ratio_delta_2,251.6389980316162,27
slope_Master_mconsumospesos_6_window,251.02235102653503,35
slope_mcuenta_debitos_automaticos_6_window,247.68571138381958,38
slope_mcomisiones_mantenimiento_6_window,247.5488510131836,37
chomebanking_transacciones,247.3630895614624,26
ccomisiones_mantenimiento_delta_mean_4,244.30153679847717,18
cactividad_total_delta_mean_4,243.58510637283325,26
Visa_cconsumos_delta_mean_4,241.9738713502884,33
cuso_tarjeta_ratio_delta_3,240.30558013916016,37
cactividad_total_delta_mean_8,239.0240592956543,30
ctarjeta_debito_transacciones_delta_3,236.81773042678833,45
mcaja_ahorro_dolares,236.56631922721863,30
cpagomiscuentas_delta_mean_8,235.39634823799133,35
slope_Visa_mconsumospesos_6_window,234.67673921585083,34
mcheques_emitidos_rechazados,230.0884027481079,11
slope_TC_Total_mconsumospesos_6_window,229.68640041351318,21
Master_fultimo_cierre,229.24811029434204,38
ccajas_depositos,228.12278151512146,25
slope_Master_mconsumototal_6_window,227.5645706653595,34
cextraccion_autoservicio_delta_mean_8,227.49085891246796,32
catm_trx_delta_mean_8,227.04544115066528,26
ctarjeta_visa_transacciones_delta_3,223.91925978660583,27
mttarjeta_visa_debitos_automaticos,222.49565029144287,39
cuso_digital_ratio_delta_2,222.27385783195496,36
slope_Master_mpagominimo_6_window,218.35529911518097,34
slope_Visa_mpagominimo_6_window,218.18557024002075,31
slope_mtarjeta_master_consumo_6_window,217.98692893981934,26
mprestamos_hipotecarios,215.7020707130432,26
TC_Total_mconsumototal,214.91285037994385,15
cdias_mora_promedio_delta_mean_4,213.11008286476135,9
slope_matm_6_window,212.21270895004272,32
slope_mrentabilidad_media_mensual_6_window,211.91552758216858,30
TC_Total_cconsumos,207.70278096199036,27
tes_empleado_delta_2,207.03596782684326,5
slope_TC_Total_mlimitecompra_6_window,206.35865378379822,25
ccajas_consultas_delta_mean_8,203.74649858474731,25
cproductos_delta_3,201.87569737434387,13
slope_TC_Total_mpagado_6_window,201.57711899280548,33
ctarjeta_debito_transacciones_delta_mean_4,200.03235936164856,31
slope_TC_Total_mfinanciacion_limite_6_window,199.1561187505722,29
ccajas_consultas,198.2077317237854,21
cextraccion_autoservicio,198.08558881282806,22
slope_mpagodeservicios_6_window,197.1791101694107,36
mextracciones_ratio,196.16019868850708,27
slope_mrentabilidad_6_window,194.73396039009094,29
chomebanking_transacciones_delta_mean_4,194.45839834213257,28
tsin_sueldo_mes_delta_2,194.38690185546875,3
ccajas_transacciones_delta_mean_4,193.24062991142273,23
Visa_cconsumos_delta_3,193.1143023967743,25
slope_mingresos_por_producto_ratio_6_window,192.09237790107727,20
slope_Visa_mconsumototal_6_window,191.61542916297913,30
ccanales_activos_delta_mean_8,191.50108098983765,24
slope_mmargen_total_6_window,190.58464741706848,33
TC_Total_cconsumos_delta_2,190.28913235664368,26
cuso_tarjeta_ratio_delta_mean_4,189.93942952156067,26
cuso_digital_ratio_delta_mean_4,189.85433983802795,31
ctarjeta_master_transacciones_delta_mean_8,188.41445064544678,25
mplazo_fijo_dolares,186.44578051567078,19
slope_Visa_msaldopesos_6_window,186.3581292629242,22
slope_Visa_mlimitecompra_6_window,186.27141213417053,23
TC_Total_cconsumos_delta_mean_4,185.51123070716858,20
ctransferencias_emitidas_delta_mean_8,182.9348999261856,41
slope_mpasivos_margen_6_window,179.91108059883118,23
slope_TC_Total_msaldototal_6_window,178.38722920417786,17
slope_TC_Total_mconsumosdolares_6_window,175.041570186615,27
slope_mcomisiones_6_window,172.84227991104126,27
Visa_status_delta_2,171.50149726867676,3
tcallcenter_delta_mean_8,169.63634777069092,22
slope_matm_other_6_window,169.13748979568481,23
ccuenta_debitos_automaticos_delta_mean_8,168.9573792219162,27
ctarjeta_debito_transacciones_delta_mean_8,167.78524827957153,24
cactividad_total_delta_2,166.99959874153137,25
cproductos_uso_ratio_delta_mean_8,166.1393004655838,28
mextraccion_autoservicio,164.76704835891724,21
ccajas_depositos_delta_mean_8,163.6091389656067,27
thomebanking_delta_mean_8,162.71956968307495,38
chomebanking_transacciones_delta_3,162.29947102069855,22
ctarjeta_debito_transacciones_delta_2,161.5476589202881,29
Visa_cconsumos_delta_2,161.27322816848755,22
slope_mextraccion_autoservicio_6_window,160.91586065292358,24
Visa_msaldototal,160.88557982444763,22
slope_mrentabilidad_annual_6_window,159.8151776790619,19
cseguro_vida,159.02621018886566,29
slope_Master_mpagospesos_6_window,157.43649923801422,26
ccheques_emitidos,156.4013113975525,13
slope_Master_mlimitecompra_6_window,155.2945110797882,21
Master_mconsumospesos,153.61514902114868,24
slope_TC_Total_mpagospesos_6_window,153.13075137138367,18
cprestamos_personales_delta_2,152.7316176891327,5
tes_empleado_delta_mean_8,151.5184998512268,11
cuso_digital_ratio_delta_3,150.10657954216003,24
tusa_app_o_homebanking,149.65158104896545,8
slope_mingresos_mensuales_6_window,148.59087014198303,17
mtransferencias_recibidas,146.55314183235168,16
slope_Visa_msaldodolares_6_window,144.96260952949524,25
Master_cconsumos_delta_mean_8,144.5759313106537,20
ccajas_depositos_delta_mean_4,141.67889785766602,26
slope_mmargen_por_cuenta_ratio_6_window,141.32735204696655,20
slope_Visa_mpagosdolares_6_window,140.3719003200531,21
slope_TC_Total_msaldopesos_6_window,140.25099921226501,17
ctarjeta_visa_debitos_automaticos,139.61218929290771,22
slope_mpayroll_6_window,139.43847966194153,15
cdescubierto_preacordado_delta_2,139.22659969329834,4
Master_mconsumototal,137.445960521698,19
tsin_sueldo_mes_delta_mean_8,137.1181619167328,10
ccuenta_debitos_automaticos_delta_mean_4,137.0853395462036,17
mtransferencias_emitidas,136.8945701122284,15
cproductos_uso_ratio_delta_2,136.50012135505676,19
ctarjeta_visa_debitos_automaticos_delta_3,136.40533924102783,17
cproductos_uso_ratio_delta_mean_4,136.26427924633026,17
cplazo_fijo,135.83107733726501,8
ccajas_consultas_delta_mean_4,135.5959701538086,24
ccheques_depositados_rechazados_delta_mean_8,134.7577577829361,15
slope_mflujo_cheques_6_window,134.16043901443481,22
ctarjeta_master_transacciones_delta_2,132.2748384475708,12
ctarjeta_master_delta_mean_4,131.7344970703125,2
cplazo_fijo_delta_mean_4,131.7317497730255,10
tsin_transacciones_mes_delta_mean_8,131.7044506072998,19
ctarjeta_master_debitos_automaticos_delta_mean_8,131.55235874652863,15
catm_trx_other_delta_mean_8,131.06297993659973,19
slope_TC_Total_mconsumototal_6_window,130.39331984519958,19
chomebanking_transacciones_delta_2,130.26694107055664,19
slope_TC_Total_mpagominimo_6_window,130.0620400905609,19
slope_mforex_buy_6_window,129.98595881462097,22
TC_Total_mconsumosdolares,129.93582046031952,22
mcheques_depositados,129.75351881980896,17
ccajas_otras,128.32408118247986,15
ctarjeta_debito_delta_mean_8,126.93858027458191,20
mcheques_emitidos,126.92158937454224,11
cextraccion_autoservicio_delta_mean_4,125.96650052070618,23
slope_Visa_msaldototal_6_window,125.83464074134827,18
ccajas_extracciones_delta_mean_4,124.93574035167694,19
cactividad_total_delta_3,124.5500500202179,22
Master_cconsumos_delta_mean_4,123.18161797523499,18
slope_mtarjeta_visa_consumo_6_window,122.16052985191345,18
tusa_app_o_homebanking_delta_mean_8,122.09761881828308,19
ccomisiones_mantenimiento_delta_3,119.61415886878967,13
TC_Total_fultimo_cierre,118.87895977497101,26
slope_mdeuda_tarjetas_total_6_window,118.542799949646,12
ccallcenter_transacciones_delta_2,117.09888124465942,20
ccajas_transacciones,116.82726955413818,9
tmora_total_delta_mean_8,114.76565074920654,15
cpagomiscuentas_delta_mean_4,114.18689012527466,19
slope_Visa_mpagado_6_window,113.3682005405426,17
cdias_mora_promedio_delta_2,113.36655032634735,21
slope_mcheques_depositados_6_window,112.92744016647339,20
slope_TC_Total_msaldodolares_6_window,111.18464922904968,16
ccomisiones_mantenimiento_delta_2,109.83217906951904,11
ctransferencias_emitidas_delta_mean_4,108.66423058509827,20
cprestamos_hipotecarios,108.44659996032715,7
TC_Total_mpagado,108.2025797367096,17
cpagodeservicios_delta_mean_8,107.20555007457733,16
cextraccion_autoservicio_delta_3,107.19275057315826,21
catm_trx_other_delta_mean_4,106.91092085838318,21
slope_Master_mconsumosdolares_6_window,104.84543943405151,12
slope_mforex_sell_6_window,104.68949937820435,17
Master_cconsumos,104.48435020446777,12
slope_Master_mpagado_6_window,104.41761040687561,19
slope_mcheques_depositados_rechazados_6_window,103.36162889003754,17
mpagodeservicios,102.56681966781616,17
ctarjeta_master_delta_mean_8,101.20142126083374,7
cpayroll_trx_delta_mean_8,100.65217161178589,15
slope_Master_msaldodolares_6_window,100.58620047569275,16
mflujo_cheques,100.5503294467926,7
ccajas_extracciones_delta_mean_8,100.53509092330933,19
slope_TC_Total_mpagosdolares_6_window,97.38415002822876,15
ctarjeta_debito,96.79292070865631,16
cempleadores_delta_mean_8,96.47939157485962,6
ccuenta_debitos_automaticos,95.90555047988892,16
Visa_mpagado,95.7331805229187,15
catm_trx,95.68952131271362,14
catm_trx_delta_3,95.44194889068604,13
tcallcenter_delta_mean_4,95.35653901100159,12
slope_mcheques_emitidos_rechazados_6_window,93.05658912658691,14
tsin_transacciones_mes,92.76637172698975,3
ctarjeta_visa_descuentos_delta_mean_8,92.71916079521179,13
tusa_app_o_homebanking_delta_mean_4,91.42241966724396,17
ctransferencias_recibidas_delta_mean_8,91.33292996883392,22
slope_Master_mpagosdolares_6_window,90.81730008125305,18
ccomisiones_mantenimiento,89.70602011680603,9
slope_Master_msaldototal_6_window,89.40898942947388,14
cdiversificacion_financiera,89.22642946243286,4
ccajas_otras_delta_mean_8,88.5505803823471,17
slope_mingresos_vs_saldo_ratio_6_window,86.87716007232666,13
ctransferencias_recibidas_delta_mean_4,86.58821082115173,15
cforex_delta_mean_8,86.2349898815155,14
ctarjeta_master_transacciones_delta_3,84.9579405784607,11
slope_mcajeros_propios_descuentos_6_window,84.0802993774414,17
Master_cconsumos_delta_3,83.558109998703,10
Master_cconsumos_delta_2,83.07853055000305,11
TC_Total_cconsumos_delta_3,82.76713061332703,14
ctransferencias_emitidas,82.65406036376953,20
slope_mtarjeta_visa_descuentos_6_window,82.49089980125427,17
cseguro_vivienda,81.92383980751038,11
ctransferencias_recibidas_delta_2,81.80171048641205,15
cpayroll_trx_delta_mean_4,81.21082055568695,12
cpagodeservicios_delta_mean_4,80.2889015674591,12
catm_trx_delta_mean_4,80.26024925708771,14
talta_mora_delta_mean_8,76.99891865253448,10
minversion1_pesos,76.72210991382599,9
mttarjeta_master_debitos_automaticos,75.05281949043274,14
ccajas_otras_delta_mean_4,74.21235084533691,14
ctarjeta_master_transacciones_delta_mean_4,73.15731048583984,15
TC_Total_status_delta_mean_8,72.3187894821167,6
ccallcenter_transacciones_delta_3,71.98019027709961,12
TC_Total_status_delta_mean_4,71.10338830947876,5
ccajas_consultas_delta_3,70.82687973976135,12
mtarjeta_visa_descuentos,70.69699037075043,18
thomebanking,69.82855129241943,5
cplazo_fijo_delta_mean_8,69.02401030063629,7
cempleadores_delta_mean_4,67.17291021347046,8
slope_mttarjeta_master_debitos_automaticos_6_window,63.37832045555115,11
ctarjeta_master_debitos_automaticos_delta_mean_4,63.199148654937744,7
slope_mlimite_tarjetas_total_6_window,62.55947017669678,9
cseguro_accidentes_personales,61.60668992996216,7
catm_trx_delta_2,60.759079694747925,13
slope_minversion_ratio_6_window,60.35030019283295,12
ccajas_consultas_delta_2,60.290899991989136,14
cforex_sell_delta_mean_8,59.53095984458923,10
thomebanking_delta_mean_4,59.21482992172241,11
slope_mcaja_ahorro_adicional_6_window,58.906310081481934,6
ccajeros_propios_descuentos_delta_mean_8,56.619630217552185,13
slope_mprestamos_prendarios_6_window,54.957289934158325,7
cpagomiscuentas_delta_2,53.80695962905884,14
ccanales_activos_delta_mean_4,53.07960081100464,8
ctransferencias_recibidas_delta_3,52.88542938232422,8
cforex_buy_delta_mean_8,52.2848094701767,10
cpagodeservicios,52.15229034423828,10
ccanales_activos_delta_2,51.21694016456604,9
matm_other,50.739269971847534,10
cdiversificacion_financiera_delta_mean_8,50.39632964134216,7
cmobile_app_trx_delta_3,48.56265950202942,8
ctransferencias_recibidas,48.17317032814026,8
tsin_transacciones_mes_delta_mean_4,46.90451955795288,10
TC_Total_Finiciomora,46.36739981174469,12
cpayroll_trx_delta_2,44.933600425720215,2
cdescubierto_preacordado_delta_3,44.61500859260559,2
ccanales_activos_delta_3,44.113099813461304,6
ccheques_emitidos_rechazados,43.90541934967041,4
foto_mes,43.727789878845215,8
cpagomiscuentas_delta_3,43.42905926704407,8
cextraccion_autoservicio_delta_2,42.56958985328674,7
Master_mpagado,42.5274703502655,7
Master_msaldodolares,42.12722086906433,6
cdiversificacion_financiera_delta_mean_4,40.58199858665466,3
mcheques_depositados_rechazados,38.60354995727539,3
Visa_msaldodolares,38.5430006980896,7
catm_trx_other_delta_2,38.106250047683716,8
active_quarter,38.03310012817383,6
ccajas_depositos_delta_2,37.961700439453125,6
slope_minversion1_pesos_6_window,37.92102003097534,8
ccajas_transacciones_delta_2,37.84042000770569,9
ctarjeta_visa_descuentos_delta_mean_4,37.73909044265747,6
ccajas_extracciones_delta_3,36.10240983963013,6
ccajas_extracciones_delta_2,35.55947971343994,7
slope_mplazo_fijo_dolares_6_window,34.76964998245239,5
cmobile_app_trx,34.419769525527954,4
ccajas_extracciones,34.394490480422974,5
cplazo_fijo_delta_2,34.17470026016235,3
cmobile_app_trx_delta_mean_4,33.65430045127869,6
ccheques_depositados_delta_mean_4,33.62168025970459,6
mforex_sell,32.50880980491638,8
slope_Master_madelantopesos_6_window,32.41436052322388,4
ctarjeta_visa_descuentos_delta_2,31.904900074005127,4
TC_Total_status_delta_3,31.54476046562195,5
thomebanking_delta_3,31.405410289764404,6
TC_Total_msaldodolares,31.14338994026184,6
Master_status_delta_mean_8,30.758879899978638,4
ctarjeta_visa_delta_mean_8,29.87002992630005,4
tes_empleado_delta_3,29.541170597076416,2
cseguro_accidentes_personales_delta_mean_8,29.51766014099121,6
ccuenta_debitos_automaticos_delta_3,28.93891978263855,5
Master_cadelantosefectivo_delta_mean_8,28.83690071105957,1
tcallcenter_delta_2,28.027660250663757,6
cforex_buy_delta_mean_4,27.60195016860962,6
cforex_delta_mean_4,27.574549913406372,6
ccajas_transacciones_delta_3,26.827450037002563,4
ccheques_emitidos_delta_2,26.708280324935913,6
ccheques_emitidos_rechazados_delta_2,26.39310073852539,1
minversion_ratio,26.128080368041992,5
cforex_sell_delta_mean_4,26.036030054092407,6
ctarjeta_master_debitos_automaticos,25.709230661392212,5
cforex_sell_delta_2,25.480549573898315,5
cliente_antiguedad_delta_mean_4,24.959819793701172,4
ctarjeta_master_descuentos,24.839659571647644,6
ccheques_depositados_delta_mean_8,24.55426025390625,6
cseguro_vivienda_delta_mean_8,24.549670219421387,5
slope_Visa_madelantopesos_6_window,23.643059968948364,6
ccuenta_debitos_automaticos_delta_2,23.53598988056183,5
Master_mconsumosdolares,23.262759685516357,3
cseguro_accidentes_personales_delta_mean_4,22.813050746917725,2
slope_Master_madelantodolares_6_window,22.511499404907227,1
Visa_mpagosdolares,22.439200162887573,4
TC_Total_cadelantosefectivo_delta_mean_8,22.200210332870483,4
cseguro_accidentes_personales_delta_2,21.949979543685913,6
mcajeros_propios_descuentos,21.59832000732422,4
ccheques_emitidos_delta_mean_4,21.270059823989868,5
cmobile_app_trx_delta_2,20.893080234527588,4
Visa_madelantopesos,20.59570026397705,3
minversion2,20.392390489578247,6
ccheques_emitidos_rechazados_delta_mean_8,20.20592963695526,5
cforex,20.003689765930176,5
slope_mcheques_emitidos_6_window,19.76285982131958,3
ctarjeta_master_debitos_automaticos_delta_3,19.714200258255005,4
mtarjeta_master_descuentos,19.43398952484131,5
ctransferencias_emitidas_delta_3,18.097410678863525,3
ctarjeta_master_delta_3,17.49382996559143,3
Master_cadelantosefectivo_delta_mean_4,17.442729473114014,2
cforex_delta_3,17.01946997642517,3
slope_minversion2_6_window,16.4963698387146,3
cprestamos_prendarios,16.40519905090332,1
ccheques_emitidos_rechazados_delta_mean_4,15.795570373535156,2
slope_mtarjeta_master_descuentos_6_window,15.76760983467102,6
Master_status_delta_3,15.600300312042236,3
cseguro_vida_delta_mean_8,15.494669914245605,5
catm_trx_other,15.475900173187256,3
TC_Total_madelantopesos,15.164149761199951,2
cprestamos_personales_delta_3,14.867330074310303,3
tmora_total_delta_3,14.852460384368896,3
ccheques_depositados,14.815029621124268,2
mforex_buy,14.70563006401062,4
tmobile_app_delta_mean_4,14.537799835205078,1
cinversion2,14.41560983657837,2
cliente_antiguedad_delta_mean_8,14.170040130615234,2
cforex_delta_2,14.149499893188477,3
Master_status_delta_2,13.776000022888184,1
tusa_app_o_homebanking_delta_2,13.741099834442139,2
ctransferencias_emitidas_delta_2,13.399510145187378,3
cliente_antiguedad_delta_2,13.321210265159607,3
ccajas_depositos_delta_3,13.199869632720947,2
slope_Visa_madelantodolares_6_window,13.190099716186523,2
talta_mora_delta_2,12.906620502471924,2
catm_trx_other_delta_3,12.749470233917236,3
tusa_app_o_homebanking_delta_3,12.508530139923096,2
cforex_sell,12.496999740600586,2
cpayroll_trx_delta_3,12.403419971466064,3
ccajeros_propios_descuentos_delta_mean_4,11.911110162734985,3
tsin_transacciones_mes_delta_2,11.857500076293945,1
Visa_cadelantosefectivo_delta_2,11.749199867248535,1
cdias_mora_promedio_delta_3,11.44370985031128,3
tsin_inversiones_delta_3,11.264539957046509,3
ccaja_seguridad_delta_mean_8,11.18887996673584,4
tmora_total_delta_mean_4,11.159450054168701,3
thomebanking_delta_2,11.00195026397705,3
tmobile_app_delta_mean_8,10.989259719848633,3
cpagodeservicios_delta_2,10.697360038757324,3
ctarjeta_master,10.514800071716309,1
Master_cadelantosefectivo_delta_2,10.380900382995605,1
cseguro_vida_delta_mean_4,10.374280214309692,3
cinversion1_delta_mean_4,10.156000137329102,1
ccajas_otras_delta_2,10.130350112915039,2
cempleadores_delta_3,10.115450143814087,3
tcuentas,10.1048002243042,1
ccheques_depositados_rechazados_delta_mean_4,9.817049980163574,1
cseguro_vivienda_delta_mean_4,9.308730125427246,1
ccheques_depositados_rechazados_delta_2,8.971619963645935,2
cempleadores_delta_2,8.870530128479004,2
cpagodeservicios_delta_3,8.864820003509521,2
cseguro_vivienda_delta_2,8.764479637145996,1
ccajeros_propios_descuentos_delta_3,8.386290073394775,2
ctarjeta_debito_delta_mean_4,7.856389760971069,3
ctarjeta_master_debitos_automaticos_delta_2,7.687900066375732,2
tmobile_app_delta_2,7.378290176391602,1
tmora_total_delta_2,7.122349858283997,2
cforex_buy_delta_3,6.852839946746826,2
talta_mora_delta_3,6.72704005241394,2
cprestamos_prendarios_delta_3,6.665609836578369,1
ccajas_otras_delta_3,6.650579929351807,1
Visa_cadelantosefectivo,6.641089916229248,1
TC_Total_mpagosdolares,6.530220031738281,2
slope_TC_Total_madelantopesos_6_window,6.138279914855957,2
cseguro_accidentes_personales_delta_3,6.10798978805542,1
Master_status_delta_mean_4,5.418360233306885,1
cforex_buy_delta_2,5.181110143661499,2
tcuentas_delta_mean_8,5.174479961395264,1
talta_mora_delta_mean_4,5.005650043487549,1
ctarjeta_visa_descuentos_delta_3,4.997310161590576,1
Visa_cadelantosefectivo_delta_mean_8,4.937809944152832,1
cplazo_fijo_delta_3,4.737850189208984,1
cseguro_vivienda_delta_3,4.258950233459473,1
tcallcenter,4.219979763031006,1
cseguro_vida_delta_3,4.069910049438477,1
ccajeros_propios_descuentos_delta_2,3.9546399116516113,1
mcaja_ahorro_adicional,3.9233601093292236,1
TC_Total_cadelantosefectivo_delta_3,3.7721800804138184,1
ccajeros_propios_descuentos,3.5578300952911377,1
tmobile_app_delta_3,3.296720027923584,1
tsin_transacciones_mes_delta_3,3.1398000717163086,1
cinversion2_delta_mean_8,2.595590114593506,1
ccheques_emitidos_delta_3,2.4502201080322266,1
ccheques_depositados_delta_3,2.125770092010498,1
cinversion1_delta_mean_8,1.9474999904632568,1
cforex_buy,1.2046600580215454,1
slope_mcuenta_corriente_adicional_6_window,0.0,0
tvip_baja_actividad,0.0,0
